"id","timestamp","pmv","ppd","co2","pm25","pm10","temp","hr","voc","co","no2","c2h5ch","idnodo"
5628767,2022-06-30 01:29:00,0.79,18.0,708.0,8.1,14.5,26.9,53.0,21.0,1.94,49.0,110.0,fdba37
5628747,2022-06-30 01:28:00,0.79,18.0,708.0,8.0,13.4,26.9,52.9,21.0,1.95,48.0,110.0,fdba37
5628727,2022-06-30 01:27:00,0.82,19.0,708.0,7.2,13.0,27.0,52.9,21.0,1.93,48.0,109.0,fdba37
5628707,2022-06-30 01:26:00,0.78,18.0,708.0,7.4,13.6,26.9,52.5,20.0,1.86,47.0,110.0,fdba37
5628687,2022-06-30 01:25:00,0.81,19.0,708.0,6.9,13.5,27.0,52.5,20.0,1.8,47.0,110.0,fdba37
5628667,2022-06-30 01:24:00,0.78,18.0,708.0,0.0,-1.0,26.9,52.5,21.0,1.82,47.0,110.0,fdba37
5628647,2022-06-30 01:23:00,0.79,18.0,708.0,0.0,-1.0,26.9,53.1,21.0,1.85,47.0,110.0,fdba37
5628627,2022-06-30 01:22:00,0.82,19.0,708.0,7.1,13.9,27.0,53.1,21.0,1.9100000000000001,48.0,110.0,fdba37
5628607,2022-06-30 01:21:00,0.82,19.0,708.0,6.9,14.3,27.0,53.1,21.0,1.9000000000000001,47.0,110.0,fdba37
5628587,2022-06-30 01:20:00,0.82,19.0,708.0,6.8,11.5,27.0,53.1,21.0,1.9100000000000001,47.0,110.0,fdba37
5628567,2022-06-30 01:19:00,0.79,18.0,708.0,6.7,12.1,26.9,53.1,21.0,1.92,48.0,110.0,fdba37
5628547,2022-06-30 01:18:00,0.82,19.0,708.0,6.7,11.9,27.0,53.2,20.0,1.92,48.0,109.0,fdba37
5628527,2022-06-30 01:17:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.1,21.0,1.93,48.0,110.0,fdba37
5628507,2022-06-30 01:16:00,0.82,19.0,708.0,6.3,13.7,27.0,53.2,21.0,1.95,48.0,110.0,fdba37
5628487,2022-06-30 01:15:00,0.79,18.0,708.0,6.4,13.8,26.9,53.2,21.0,1.96,48.0,110.0,fdba37
5628467,2022-06-30 01:14:00,0.79,18.0,708.0,6.7,12.6,26.9,53.2,20.0,1.97,48.0,109.0,fdba37
5628447,2022-06-30 01:13:00,0.79,18.0,708.0,6.6,14.1,26.9,53.3,21.0,1.95,48.0,110.0,fdba37
5628427,2022-06-30 01:12:00,0.79,18.0,708.0,6.6,13.4,26.9,53.3,20.0,1.96,48.0,110.0,fdba37
5628407,2022-06-30 01:11:00,0.79,18.0,708.0,6.4,12.5,26.9,53.3,21.0,1.9000000000000001,48.0,109.0,fdba37
5628386,2022-06-30 01:10:00,0.82,19.0,708.0,6.7,14.0,27.0,53.3,21.0,1.9100000000000001,48.0,109.0,fdba37
5628366,2022-06-30 01:09:00,0.82,19.0,708.0,6.8,13.5,27.0,53.2,21.0,1.9000000000000001,48.0,110.0,fdba37
5628346,2022-06-30 01:07:00,0.82,19.0,708.0,6.3,13.5,27.0,53.2,21.0,1.8900000000000001,47.0,109.0,fdba37
5628326,2022-06-30 01:06:00,0.79,18.0,708.0,6.3,11.2,26.9,53.1,20.0,1.9000000000000001,48.0,110.0,fdba37
5628306,2022-06-30 01:05:00,0.78,18.0,708.0,6.1,12.8,26.9,52.6,20.0,1.87,47.0,110.0,fdba37
5628286,2022-06-30 01:04:00,0.78,18.0,708.0,6.0,11.9,26.9,52.6,21.0,1.79,47.0,110.0,fdba37
5628266,2022-06-30 01:03:00,0.82,19.0,708.0,6.2,11.7,27.0,53.2,21.0,1.8,47.0,110.0,fdba37
5628246,2022-06-30 01:02:00,0.79,18.0,708.0,6.0,11.7,26.9,53.1,20.0,1.87,47.0,110.0,fdba37
5628226,2022-06-30 01:01:00,0.82,19.0,708.0,6.4,12.1,27.0,52.9,20.0,1.87,47.0,110.0,fdba37
5628206,2022-06-30 01:00:00,0.79,18.0,708.0,0.0,-1.0,26.9,53.2,20.0,1.9000000000000001,47.0,109.0,fdba37
5628186,2022-06-30 00:59:00,0.79,18.0,708.0,0.0,-1.0,26.9,53.2,21.0,1.9100000000000001,47.0,110.0,fdba37
5628166,2022-06-30 00:58:00,0.79,18.0,708.0,6.0,10.9,26.9,53.0,20.0,1.86,47.0,109.0,fdba37
5628146,2022-06-30 00:57:00,0.82,19.0,708.0,6.0,15.2,27.0,53.2,20.0,1.85,47.0,110.0,fdba37
5628126,2022-06-30 00:56:00,0.79,18.0,708.0,6.3,11.1,26.9,53.2,20.0,1.86,47.0,109.0,fdba37
5628106,2022-06-30 00:55:00,0.82,19.0,708.0,5.9,11.4,27.0,53.3,21.0,1.84,47.0,109.0,fdba37
5628086,2022-06-30 00:54:00,0.79,18.0,708.0,5.9,10.3,26.9,53.3,20.0,1.83,47.0,110.0,fdba37
5628066,2022-06-30 00:53:00,0.79,18.0,708.0,0.0,-1.0,26.9,53.1,21.0,1.84,47.0,109.0,fdba37
5628046,2022-06-30 00:52:00,0.79,18.0,708.0,5.6,10.7,26.9,53.0,20.0,1.82,47.0,110.0,fdba37
5628026,2022-06-30 00:51:00,0.78,18.0,708.0,5.4,12.3,26.9,52.7,20.0,1.8,46.0,109.0,fdba37
5628006,2022-06-30 00:50:00,0.79,18.0,708.0,5.4,11.2,26.9,53.3,20.0,1.77,46.0,110.0,fdba37
5627986,2022-06-30 00:49:00,0.79,18.0,708.0,5.6,13.8,26.9,52.8,20.0,1.77,46.0,109.0,fdba37
5627966,2022-06-30 00:48:00,0.79,18.0,708.0,5.6,12.0,26.9,53.1,20.0,1.78,46.0,109.0,fdba37
5627946,2022-06-30 00:47:00,0.82,19.0,708.0,5.8,11.9,27.0,52.9,21.0,1.82,47.0,110.0,fdba37
5627926,2022-06-30 00:46:00,0.82,19.0,708.0,5.8,11.9,27.0,53.3,21.0,1.81,47.0,109.0,fdba37
5627906,2022-06-30 00:44:00,0.79,18.0,708.0,5.6,9.5,26.9,53.3,21.0,1.84,46.0,109.0,fdba37
5627886,2022-06-30 00:43:00,0.82,19.0,708.0,5.2,9.8,27.0,53.3,20.0,1.83,47.0,110.0,fdba37
5627866,2022-06-30 00:42:00,0.79,18.0,708.0,4.8,13.1,26.9,53.4,20.0,1.82,47.0,110.0,fdba37
5627846,2022-06-30 00:41:00,0.82,19.0,708.0,5.3,11.3,27.0,53.1,20.0,1.81,47.0,110.0,fdba37
5627826,2022-06-30 00:40:00,0.82,19.0,708.0,5.2,13.2,27.0,53.2,20.0,1.8,47.0,110.0,fdba37
5627806,2022-06-30 00:39:00,0.82,19.0,708.0,5.1,9.1,27.0,53.0,21.0,1.83,47.0,110.0,fdba37
5627786,2022-06-30 00:38:00,0.79,18.0,708.0,5.3,12.1,26.9,53.6,20.0,1.83,47.0,109.0,fdba37
5627766,2022-06-30 00:37:00,0.79,18.0,708.0,5.3,12.5,26.9,53.3,21.0,1.84,47.0,110.0,fdba37
5627746,2022-06-30 00:36:00,0.79,18.0,708.0,0.0,-1.0,26.9,53.4,20.0,1.85,47.0,110.0,fdba37
5627726,2022-06-30 00:35:00,0.79,18.0,708.0,0.0,-1.0,26.9,53.5,20.0,1.84,47.0,110.0,fdba37
5627706,2022-06-30 00:34:00,0.79,18.0,708.0,5.0,11.6,26.9,53.5,21.0,1.85,47.0,110.0,fdba37
5627686,2022-06-30 00:33:00,0.79,18.0,708.0,4.8,12.5,26.9,53.4,20.0,1.85,47.0,110.0,fdba37
5627666,2022-06-30 00:32:00,0.79,18.0,708.0,4.4,10.5,26.9,53.4,21.0,1.86,48.0,110.0,fdba37
5627646,2022-06-30 00:31:00,0.79,18.0,708.0,5.1,11.1,26.9,53.4,20.0,1.85,47.0,110.0,fdba37
5627626,2022-06-30 00:30:00,0.79,18.0,708.0,4.6,12.2,26.9,53.0,21.0,1.85,48.0,110.0,fdba37
5627606,2022-06-30 00:29:00,0.82,19.0,708.0,0.0,-1.0,27.0,52.9,21.0,1.81,48.0,110.0,fdba37
5627586,2022-06-30 00:28:00,0.79,18.0,708.0,5.0,12.4,26.9,52.9,20.0,1.84,48.0,109.0,fdba37
5627566,2022-06-30 00:27:00,0.79,18.0,708.0,4.5,8.9,26.9,53.5,21.0,1.84,48.0,110.0,fdba37
5627546,2022-06-30 00:26:00,0.79,18.0,708.0,5.0,10.3,26.9,53.4,21.0,1.86,48.0,110.0,fdba37
5627526,2022-06-30 00:25:00,0.79,18.0,708.0,4.6,9.9,26.9,53.4,21.0,1.86,48.0,110.0,fdba37
5627506,2022-06-30 00:24:00,0.82,19.0,708.0,4.7,9.6,27.0,53.4,21.0,1.8900000000000001,48.0,110.0,fdba37
5627486,2022-06-30 00:23:00,0.82,19.0,708.0,4.8,9.6,27.0,53.7,21.0,1.8800000000000001,48.0,110.0,fdba37
5627466,2022-06-30 00:22:00,0.79,18.0,708.0,4.8,10.1,26.9,53.2,20.0,1.85,48.0,110.0,fdba37
5627446,2022-06-30 00:20:00,0.79,18.0,708.0,5.2,12.8,26.9,53.6,20.0,1.84,48.0,110.0,fdba37
5627426,2022-06-30 00:19:00,0.82,19.0,708.0,5.3,10.5,27.0,53.5,21.0,1.86,48.0,110.0,fdba37
5627406,2022-06-30 00:18:00,0.79,18.0,708.0,4.9,10.1,26.9,53.5,20.0,1.85,48.0,110.0,fdba37
5627386,2022-06-30 00:17:00,0.79,18.0,708.0,5.0,10.5,26.9,53.1,20.0,1.84,48.0,110.0,fdba37
5627366,2022-06-30 00:16:00,0.79,18.0,708.0,4.8,10.4,26.9,53.2,20.0,1.82,47.0,110.0,fdba37
5627346,2022-06-30 00:15:00,0.82,19.0,708.0,5.3,11.8,27.0,53.1,20.0,1.85,48.0,110.0,fdba37
5627326,2022-06-30 00:14:00,0.79,18.0,708.0,4.7,8.6,26.9,53.3,21.0,1.82,48.0,110.0,fdba37
5627306,2022-06-30 00:13:00,0.82,19.0,708.0,4.8,8.8,27.0,53.3,20.0,1.84,48.0,110.0,fdba37
5627286,2022-06-30 00:12:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.5,20.0,1.85,48.0,110.0,fdba37
5627266,2022-06-30 00:11:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.3,20.0,1.86,48.0,110.0,fdba37
5627246,2022-06-30 00:10:00,0.82,19.0,708.0,5.2,9.4,27.0,53.2,20.0,1.83,48.0,110.0,fdba37
5627226,2022-06-30 00:09:00,0.82,19.0,708.0,5.1,9.7,27.0,53.2,20.0,1.86,48.0,110.0,fdba37
5627206,2022-06-30 00:08:00,0.82,19.0,708.0,5.5,12.1,27.0,53.3,20.0,1.83,48.0,110.0,fdba37
5627186,2022-06-30 00:07:00,0.82,19.0,708.0,5.3,9.4,27.0,53.3,20.0,1.85,48.0,110.0,fdba37
5627166,2022-06-30 00:06:00,0.82,19.0,708.0,5.4,12.0,27.0,53.3,20.0,1.8800000000000001,48.0,110.0,fdba37
5627146,2022-06-30 00:05:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.4,20.0,1.87,48.0,110.0,fdba37
5627126,2022-06-30 00:04:00,0.82,19.0,708.0,5.7,13.4,27.0,53.5,20.0,1.85,47.0,110.0,fdba37
5627106,2022-06-30 00:03:00,0.82,19.0,708.0,5.7,14.0,27.0,53.2,20.0,1.9100000000000001,49.0,110.0,fdba37
5627086,2022-06-30 00:02:00,0.82,19.0,708.0,5.5,10.8,27.0,53.2,20.0,1.85,48.0,110.0,fdba37
5627066,2022-06-30 00:01:00,0.82,19.0,708.0,5.5,10.7,27.0,53.1,20.0,1.84,48.0,110.0,fdba37
5627046,2022-06-30 00:00:00,0.82,19.0,708.0,5.7,15.6,27.0,53.1,20.0,1.85,49.0,111.0,fdba37
5627026,2022-06-29 23:59:00,0.82,19.0,708.0,5.7,12.3,27.0,53.2,20.0,1.84,49.0,111.0,fdba37
5627006,2022-06-29 23:58:00,0.82,19.0,708.0,5.8,12.5,27.0,53.3,20.0,1.86,48.0,111.0,fdba37
5626986,2022-06-29 23:56:00,0.82,19.0,708.0,5.5,14.0,27.0,53.5,20.0,1.8900000000000001,49.0,111.0,fdba37
5626966,2022-06-29 23:55:00,0.82,19.0,708.0,6.1,13.7,27.0,53.2,20.0,1.9000000000000001,48.0,111.0,fdba37
5626946,2022-06-29 23:54:00,0.82,19.0,708.0,5.8,11.8,27.0,53.4,20.0,1.86,48.0,110.0,fdba37
5626926,2022-06-29 23:53:00,0.82,19.0,708.0,5.9,14.8,27.0,53.3,20.0,1.87,48.0,110.0,fdba37
5626906,2022-06-29 23:52:00,0.82,19.0,708.0,5.6,12.6,27.0,53.3,20.0,1.8800000000000001,49.0,110.0,fdba37
5626886,2022-06-29 23:51:00,0.82,19.0,708.0,6.0,11.9,27.0,53.3,20.0,1.8800000000000001,49.0,111.0,fdba37
5626866,2022-06-29 23:50:00,0.82,19.0,708.0,5.8,13.1,27.0,53.3,20.0,1.8900000000000001,49.0,111.0,fdba37
5626846,2022-06-29 23:49:00,0.82,19.0,708.0,5.9,11.3,27.0,53.4,20.0,1.93,50.0,111.0,fdba37
5626826,2022-06-29 23:48:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.4,20.0,1.9100000000000001,49.0,111.0,fdba37
5626806,2022-06-29 23:47:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.2,20.0,1.8900000000000001,49.0,111.0,fdba37
5626786,2022-06-29 23:46:00,0.82,19.0,708.0,5.7,11.4,27.0,53.5,20.0,1.9100000000000001,49.0,111.0,fdba37
5626766,2022-06-29 23:45:00,0.82,19.0,708.0,5.8,13.2,27.0,53.4,20.0,1.94,49.0,111.0,fdba37
5626746,2022-06-29 23:44:00,0.82,19.0,708.0,5.7,10.1,27.0,53.4,20.0,1.93,49.0,111.0,fdba37
5626726,2022-06-29 23:43:00,0.82,19.0,708.0,6.0,13.6,27.0,53.5,20.0,1.92,50.0,111.0,fdba37
5626706,2022-06-29 23:42:00,0.82,19.0,708.0,6.4,13.6,27.0,53.6,20.0,1.97,50.0,111.0,fdba37
5626686,2022-06-29 23:41:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.4,20.0,1.97,50.0,111.0,fdba37
5626666,2022-06-29 23:40:00,0.82,19.0,708.0,5.8,19.7,27.0,53.5,20.0,1.95,50.0,111.0,fdba37
5626646,2022-06-29 23:39:00,0.82,19.0,708.0,6.3,14.9,27.0,53.4,20.0,1.98,50.0,112.0,fdba37
5626626,2022-06-29 23:38:00,0.82,19.0,708.0,6.3,13.9,27.0,53.3,19.0,1.92,50.0,111.0,fdba37
5626606,2022-06-29 23:37:00,0.82,19.0,708.0,6.3,14.3,27.0,53.5,20.0,1.93,49.0,111.0,fdba37
5626586,2022-06-29 23:36:00,0.86,20.0,708.0,6.6,14.1,27.1,53.6,20.0,1.97,50.0,111.0,fdba37
5626566,2022-06-29 23:35:00,0.82,19.0,708.0,6.3,13.0,27.0,53.6,20.0,1.99,50.0,111.0,fdba37
5626546,2022-06-29 23:34:00,0.82,19.0,708.0,6.3,15.4,27.0,53.3,19.0,1.92,49.0,111.0,fdba37
5626526,2022-06-29 23:32:00,0.82,19.0,708.0,5.9,12.4,27.0,53.4,20.0,1.92,49.0,111.0,fdba37
5626506,2022-06-29 23:31:00,0.82,19.0,708.0,6.7,15.2,27.0,53.4,20.0,1.93,49.0,111.0,fdba37
5626486,2022-06-29 23:30:00,0.82,19.0,708.0,6.5,13.5,27.0,53.3,20.0,1.86,48.0,111.0,fdba37
5626466,2022-06-29 23:29:00,0.86,20.0,708.0,6.3,12.5,27.1,53.8,20.0,1.9100000000000001,49.0,111.0,fdba37
5626446,2022-06-29 23:28:00,0.83,19.0,708.0,5.7,10.5,27.0,53.9,20.0,2.0,50.0,112.0,fdba37
5626426,2022-06-29 23:27:00,0.83,19.0,708.0,6.1,12.6,27.0,53.8,20.0,2.0300000000000002,50.0,111.0,fdba37
5626406,2022-06-29 23:26:00,0.83,19.0,708.0,6.0,14.8,27.0,53.8,20.0,1.97,51.0,112.0,fdba37
5626386,2022-06-29 23:25:00,0.82,19.0,708.0,5.9,12.5,27.0,53.6,20.0,2.0,50.0,111.0,fdba37
5626366,2022-06-29 23:24:00,0.86,20.0,708.0,6.0,11.6,27.1,53.8,20.0,1.96,49.0,111.0,fdba37
5626346,2022-06-29 23:23:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.7,20.0,2.0100000000000002,50.0,111.0,fdba37
5626326,2022-06-29 23:22:00,0.86,20.0,708.0,0.0,-1.0,27.1,53.7,20.0,2.02,50.0,112.0,fdba37
5626306,2022-06-29 23:21:00,0.86,20.0,708.0,5.6,10.5,27.1,53.6,20.0,2.0,50.0,111.0,fdba37
5626286,2022-06-29 23:20:00,0.82,19.0,708.0,6.0,13.4,27.0,53.7,20.0,2.02,50.0,111.0,fdba37
5626266,2022-06-29 23:19:00,0.86,21.0,708.0,5.9,12.1,27.1,54.0,20.0,2.05,50.0,111.0,fdba37
5626246,2022-06-29 23:18:00,0.82,19.0,708.0,5.5,13.9,27.0,53.5,19.0,2.07,51.0,111.0,fdba37
5626226,2022-06-29 23:17:00,0.82,19.0,708.0,5.5,12.8,27.0,53.5,20.0,2.0,50.0,111.0,fdba37
5626206,2022-06-29 23:16:00,0.86,20.0,708.0,0.0,-1.0,27.1,53.8,20.0,1.98,49.0,111.0,fdba37
5626186,2022-06-29 23:15:00,0.83,19.0,708.0,5.3,11.9,27.0,53.9,20.0,1.97,49.0,112.0,fdba37
5626166,2022-06-29 23:14:00,0.83,19.0,708.0,5.5,11.7,27.0,53.9,19.0,1.97,49.0,111.0,fdba37
5626146,2022-06-29 23:13:00,0.83,19.0,708.0,5.5,15.8,27.0,53.8,19.0,1.96,49.0,111.0,fdba37
5626126,2022-06-29 23:12:00,0.86,21.0,708.0,4.9,10.3,27.1,54.0,20.0,1.96,49.0,111.0,fdba37
5626106,2022-06-29 23:11:00,0.83,20.0,708.0,4.9,12.7,27.0,54.2,20.0,1.96,49.0,111.0,fdba37
5626086,2022-06-29 23:10:00,0.83,19.0,708.0,5.0,10.0,27.0,53.9,20.0,1.96,49.0,112.0,fdba37
5626066,2022-06-29 23:08:00,0.82,19.0,708.0,4.9,11.0,27.0,53.7,20.0,1.94,49.0,111.0,fdba37
5626046,2022-06-29 23:07:00,0.82,19.0,708.0,4.7,13.3,27.0,53.7,19.0,1.92,49.0,111.0,fdba37
5626026,2022-06-29 23:06:00,0.86,20.0,708.0,5.1,11.0,27.1,53.8,19.0,1.94,49.0,111.0,fdba37
5626006,2022-06-29 23:05:00,0.82,19.0,708.0,5.1,12.7,27.0,53.7,20.0,1.95,49.0,111.0,fdba37
5625986,2022-06-29 23:04:00,0.83,19.0,708.0,5.1,11.9,27.0,53.8,20.0,1.94,49.0,112.0,fdba37
5625966,2022-06-29 23:03:00,0.82,19.0,708.0,4.4,11.7,27.0,53.7,19.0,1.94,49.0,111.0,fdba37
5625946,2022-06-29 23:02:00,0.82,19.0,708.0,4.5,11.3,27.0,53.6,20.0,1.92,48.0,112.0,fdba37
5625926,2022-06-29 23:01:00,0.82,19.0,708.0,4.8,11.3,27.0,53.5,20.0,1.9000000000000001,48.0,112.0,fdba37
5625906,2022-06-29 23:00:00,0.82,19.0,708.0,4.8,11.5,27.0,53.7,20.0,1.8800000000000001,47.0,111.0,fdba37
5625886,2022-06-29 22:59:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.6,20.0,1.92,49.0,112.0,fdba37
5625866,2022-06-29 22:58:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.6,19.0,1.9100000000000001,48.0,111.0,fdba37
5625846,2022-06-29 22:57:00,0.82,19.0,708.0,4.2,10.1,27.0,53.6,20.0,1.8900000000000001,49.0,111.0,fdba37
5625826,2022-06-29 22:56:00,0.83,19.0,708.0,4.6,13.7,27.0,53.8,20.0,1.9000000000000001,48.0,112.0,fdba37
5625806,2022-06-29 22:55:00,0.83,19.0,708.0,4.1,11.1,27.0,53.8,20.0,1.93,49.0,112.0,fdba37
5625786,2022-06-29 22:54:00,0.82,19.0,708.0,4.1,9.8,27.0,53.7,20.0,1.9100000000000001,49.0,112.0,fdba37
5625766,2022-06-29 22:53:00,0.82,19.0,708.0,3.5,9.4,27.0,53.6,19.0,1.9100000000000001,49.0,111.0,fdba37
5625746,2022-06-29 22:52:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.6,19.0,1.85,49.0,112.0,fdba37
5625726,2022-06-29 22:51:00,0.82,19.0,708.0,3.5,9.3,27.0,53.7,20.0,1.8800000000000001,49.0,112.0,fdba37
5625706,2022-06-29 22:50:00,0.83,19.0,708.0,4.0,11.0,27.0,53.8,20.0,1.93,50.0,112.0,fdba37
5625686,2022-06-29 22:49:00,0.82,19.0,708.0,3.2,8.8,27.0,53.5,20.0,1.95,50.0,112.0,fdba37
5625666,2022-06-29 22:48:00,0.82,19.0,708.0,3.7,8.9,27.0,53.7,20.0,1.9000000000000001,50.0,112.0,fdba37
5625646,2022-06-29 22:47:00,0.86,20.0,708.0,3.6,10.1,27.1,53.8,19.0,1.94,50.0,112.0,fdba37
5625626,2022-06-29 22:46:00,0.83,19.0,708.0,3.2,8.6,27.0,53.8,20.0,1.96,50.0,111.0,fdba37
5625606,2022-06-29 22:44:00,0.83,19.0,708.0,3.7,10.4,27.0,53.8,20.0,1.98,50.0,112.0,fdba37
5625586,2022-06-29 22:43:00,0.86,20.0,708.0,3.5,8.0,27.1,53.6,20.0,1.93,49.0,112.0,fdba37
5625566,2022-06-29 22:42:00,0.82,19.0,708.0,3.2,7.6,27.0,53.6,20.0,1.82,48.0,112.0,fdba37
5625546,2022-06-29 22:41:00,0.85,20.0,708.0,2.9,7.3,27.1,53.5,19.0,1.85,48.0,112.0,fdba37
5625526,2022-06-29 22:40:00,0.85,20.0,708.0,2.9,7.3,27.1,53.5,20.0,1.85,48.0,112.0,fdba37
5625506,2022-06-29 22:39:00,0.86,20.0,708.0,3.0,8.6,27.1,53.6,20.0,1.85,48.0,112.0,fdba37
5625486,2022-06-29 22:38:00,0.86,20.0,708.0,2.9,6.3,27.1,53.6,20.0,1.8800000000000001,48.0,112.0,fdba37
5625466,2022-06-29 22:37:00,0.86,20.0,708.0,2.9,5.8,27.1,53.6,20.0,1.8800000000000001,49.0,112.0,fdba37
5625446,2022-06-29 22:36:00,0.86,20.0,708.0,3.2,7.0,27.1,53.6,20.0,1.9000000000000001,48.0,112.0,fdba37
5625426,2022-06-29 22:35:00,0.86,20.0,708.0,0.0,-1.0,27.1,53.7,20.0,1.9000000000000001,48.0,111.0,fdba37
5625406,2022-06-29 22:34:00,0.86,20.0,708.0,0.0,-1.0,27.1,53.7,19.0,1.94,49.0,112.0,fdba37
5625386,2022-06-29 22:33:00,0.86,20.0,708.0,3.2,7.3,27.1,53.8,20.0,1.97,49.0,112.0,fdba37
5625366,2022-06-29 22:32:00,0.86,20.0,708.0,3.5,13.0,27.1,53.7,20.0,1.93,48.0,112.0,fdba37
5625346,2022-06-29 22:31:00,0.86,20.0,708.0,3.2,8.0,27.1,53.6,20.0,1.9100000000000001,48.0,112.0,fdba37
5625326,2022-06-29 22:30:00,0.86,20.0,708.0,3.2,6.7,27.1,53.7,19.0,1.9100000000000001,49.0,112.0,fdba37
5625306,2022-06-29 22:29:00,0.86,21.0,708.0,3.0,8.1,27.1,53.9,20.0,1.84,49.0,112.0,fdba37
5625286,2022-06-29 22:28:00,0.86,20.0,708.0,0.0,-1.0,27.1,53.8,19.0,1.87,49.0,112.0,fdba37
5625266,2022-06-29 22:27:00,0.86,21.0,708.0,3.0,7.2,27.1,53.9,19.0,1.8800000000000001,49.0,112.0,fdba37
5625246,2022-06-29 22:26:00,0.86,21.0,708.0,3.1,7.7,27.1,53.9,20.0,1.96,49.0,111.0,fdba37
5625226,2022-06-29 22:25:00,0.86,21.0,708.0,3.1,9.7,27.1,53.9,19.0,1.99,49.0,112.0,fdba37
5625206,2022-06-29 22:24:00,0.86,20.0,708.0,3.3,12.5,27.1,53.8,20.0,1.94,49.0,112.0,fdba37
5625186,2022-06-29 22:23:00,0.85,20.0,708.0,2.9,6.7,27.1,53.5,20.0,1.9100000000000001,48.0,112.0,fdba37
5625166,2022-06-29 22:22:00,0.86,20.0,708.0,2.8,8.2,27.1,53.8,20.0,1.9000000000000001,49.0,112.0,fdba37
5625146,2022-06-29 22:20:00,0.86,20.0,708.0,2.8,7.4,27.1,53.7,19.0,1.93,49.0,112.0,fdba37
5625126,2022-06-29 22:19:00,0.86,20.0,708.0,2.7,5.5,27.1,53.7,20.0,1.9100000000000001,49.0,112.0,fdba37
5625106,2022-06-29 22:18:00,0.86,21.0,708.0,3.2,10.0,27.1,53.9,19.0,1.9100000000000001,49.0,112.0,fdba37
5625086,2022-06-29 22:17:00,0.86,20.0,708.0,2.8,6.2,27.1,53.6,19.0,1.9000000000000001,49.0,112.0,fdba37
5625066,2022-06-29 22:16:00,0.86,20.0,708.0,2.7,6.9,27.1,53.7,20.0,1.87,48.0,112.0,fdba37
5625046,2022-06-29 22:15:00,0.86,20.0,708.0,2.7,5.7,27.1,53.8,20.0,1.9100000000000001,49.0,112.0,fdba37
5625026,2022-06-29 22:14:00,0.86,20.0,708.0,2.8,7.5,27.1,53.8,19.0,1.92,49.0,112.0,fdba37
5625006,2022-06-29 22:13:00,0.86,20.0,708.0,2.9,6.9,27.1,53.8,19.0,1.93,49.0,112.0,fdba37
5624986,2022-06-29 22:12:00,0.86,20.0,708.0,2.4,4.4,27.1,53.8,19.0,1.92,49.0,112.0,fdba37
5624966,2022-06-29 22:11:00,0.83,19.0,708.0,0.0,-1.0,27.0,53.8,19.0,1.92,48.0,112.0,fdba37
5624946,2022-06-29 22:10:00,0.83,19.0,708.0,0.0,-1.0,27.0,53.8,20.0,1.92,49.0,112.0,fdba37
5624926,2022-06-29 22:09:00,0.86,20.0,708.0,3.1,8.2,27.1,53.8,19.0,1.95,49.0,112.0,fdba37
5624906,2022-06-29 22:08:00,0.82,19.0,708.0,2.8,5.5,27.0,53.6,19.0,1.93,48.0,112.0,fdba37
5624886,2022-06-29 22:07:00,0.86,21.0,708.0,2.8,6.8,27.1,53.9,20.0,1.9100000000000001,49.0,112.0,fdba37
5624866,2022-06-29 22:06:00,0.82,19.0,708.0,2.7,7.1,27.0,53.7,20.0,1.8900000000000001,49.0,112.0,fdba37
5624846,2022-06-29 22:05:00,0.82,19.0,708.0,2.8,9.0,27.0,53.7,20.0,1.9000000000000001,49.0,112.0,fdba37
5624826,2022-06-29 22:04:00,0.86,20.0,708.0,0.0,-1.0,27.1,53.8,19.0,1.92,49.0,112.0,fdba37
5624806,2022-06-29 22:03:00,0.82,19.0,708.0,2.7,6.4,27.0,53.7,20.0,1.93,49.0,112.0,fdba37
5624786,2022-06-29 22:02:00,0.82,19.0,708.0,2.9,8.5,27.0,53.7,20.0,1.92,49.0,112.0,fdba37
5624766,2022-06-29 22:01:00,0.82,19.0,708.0,2.9,6.2,27.0,53.7,20.0,1.9000000000000001,49.0,112.0,fdba37
5624746,2022-06-29 22:00:00,0.83,19.0,708.0,3.0,8.3,27.0,53.8,19.0,1.8800000000000001,49.0,112.0,fdba37
5624726,2022-06-29 21:59:00,0.83,19.0,708.0,2.8,6.6,27.0,53.9,19.0,1.9100000000000001,48.0,112.0,fdba37
5624706,2022-06-29 21:58:00,0.82,19.0,708.0,3.0,8.7,27.0,53.6,19.0,1.87,48.0,112.0,fdba37
5624686,2022-06-29 21:56:00,0.82,19.0,708.0,2.6,6.3,27.0,53.6,19.0,1.9000000000000001,49.0,112.0,fdba37
5624666,2022-06-29 21:55:00,0.86,20.0,708.0,2.9,8.2,27.1,53.7,20.0,1.9100000000000001,49.0,112.0,fdba37
